image_name,sefi_mode,target,transient,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,bytes_corrupted,bits_corrupted,fault_phys_addr,msefi_ran,msefi_recovered,recovery_class,recovery_prob,recovery_action,timeout,crash
"n03637318/n03637318_14251.JPEG","SEFI-column","buffers",0,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.926911,666,"mortar",0.085214,858,"tile roof",0.066365,443,"bib",0.066365,0,0.841697,1008,4045,0x5985000,0,0,-1,0.000000,"",0,0
"n03637318/n03637318_16044.JPEG","SEFI-column","buffers",0,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.904649,983,"scuba diver",0.093005,882,"vacuum, vacuum cleaner",0.072432,467,"butcher shop, meat market",0.072432,0,0.811644,1008,4052,0x5985000,0,0,-1,0.000000,"",0,0
"n03637318/n03637318_6645.JPEG","SEFI-column","buffers",0,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.662967,566,"French horn, horn",0.041564,107,"jellyfish",0.041564,523,"crutch",0.041564,0,0.621403,1008,4032,0x5985000,0,0,-1,0.000000,"",0,0
"n03637318/n03637318_9369.JPEG","SEFI-column","buffers",0,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.913729,442,"bell cote, bell cot",0.061027,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.061027,369,"siamang, Hylobates syndactylus, Symphalangus syndactylus",0.061027,0,0.852702,1008,4003,0x5985000,0,0,-1,0.000000,"",0,0
"n03874293/n03874293_11031.JPEG","SEFI-column","buffers",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999999,118,"Dungeness crab, Cancer magister",0.061561,24,"great grey owl, great gray owl, Strix nebulosa",0.047944,38,"banded gecko",0.047944,0,0.938438,1008,4054,0x5985000,0,0,-1,0.000000,"",0,0
"n03874293/n03874293_14179.JPEG","SEFI-column","buffers",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999978,539,"doormat, welcome mat",0.061137,882,"vacuum, vacuum cleaner",0.061137,267,"standard poodle",0.047614,0,0.938841,1008,4027,0x5985000,0,0,-1,0.000000,"",0,0
"n03874293/n03874293_152.JPEG","SEFI-column","buffers",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999992,876,"tub, vat",0.057668,130,"flamingo",0.057668,228,"komondor",0.057668,0,0.942324,1008,4035,0x5985000,0,0,-1,0.000000,"",0,0
"n03874293/n03874293_22199.JPEG","SEFI-column","buffers",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999289,836,"sunglass",0.052000,376,"proboscis monkey, Nasalis larvatus",0.052000,81,"ptarmigan",0.052000,0,0.947289,1008,4072,0x5985000,0,0,-1,0.000000,"",0,0
"n03874293/n03874293_4256.JPEG","SEFI-column","buffers",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",1.000000,474,"cardigan",0.055027,296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",0.055027,337,"beaver",0.055027,0,0.944973,1008,3986,0x5985000,0,0,-1,0.000000,"",0,0
"n03933933/n03933933_21453.JPEG","SEFI-column","buffers",0,718,"pier",718,"pier",0.997604,403,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.061024,287,"lynx, catamount",0.061024,170,"Irish wolfhound",0.061024,0,0.936580,1008,3995,0x5985000,0,0,-1,0.000000,"",0,0
"n03933933/n03933933_24591.JPEG","SEFI-column","buffers",0,718,"pier",536,"dock, dockage, docking facility",0.584435,619,"lampshade, lamp shade",0.064653,478,"carton",0.064653,72,"black and gold garden spider, Argiope aurantia",0.064653,0,0.519782,1008,4101,0x5985000,0,0,-1,0.000000,"",0,0
"n03933933/n03933933_31954.JPEG","SEFI-column","buffers",0,718,"pier",718,"pier",0.561927,952,"fig",0.059819,196,"miniature schnauzer",0.059819,893,"wallet, billfold, notecase, pocketbook",0.059819,0,0.502108,1008,4066,0x5985000,0,0,-1,0.000000,"",0,0
"n03933933/n03933933_4981.JPEG","SEFI-column","buffers",0,718,"pier",718,"pier",0.664261,71,"scorpion",0.054176,12,"house finch, linnet, Carpodacus mexicanus",0.054176,31,"tree frog, tree-frog",0.054176,0,0.610086,1008,3997,0x5985000,0,0,-1,0.000000,"",0,0
"n03933933/n03933933_90.JPEG","SEFI-column","buffers",0,718,"pier",718,"pier",0.934564,742,"printer",0.049970,215,"Brittany spaniel",0.049970,239,"Bernese mountain dog",0.049970,0,0.884593,1008,4078,0x5985000,0,0,-1,0.000000,"",0,0
"n04311004/n04311004_1647.JPEG","SEFI-column","buffers",0,821,"steel arch bridge",821,"steel arch bridge",0.992740,383,"Madagascar cat, ring-tailed lemur, Lemur catta",0.049209,369,"siamang, Hylobates syndactylus, Symphalangus syndactylus",0.049209,266,"miniature poodle",0.049209,0,0.943530,1008,4084,0x5985000,0,0,-1,0.000000,"",0,0
"n04311004/n04311004_2766.JPEG","SEFI-column","buffers",0,821,"steel arch bridge",821,"steel arch bridge",0.781556,812,"space shuttle",0.075632,262,"Brabancon griffon",0.058903,427,"barrel, cask",0.045873,0,0.705924,1008,3970,0x5985000,0,0,-1,0.000000,"",0,0
"n04311004/n04311004_3501.JPEG","SEFI-column","buffers",0,821,"steel arch bridge",821,"steel arch bridge",0.999000,632,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",0.071776,560,"football helmet",0.071776,16,"bulbul",0.071776,0,0.927225,1008,4017,0x5985000,0,0,-1,0.000000,"",0,0
"n04311004/n04311004_3797.JPEG","SEFI-column","buffers",0,821,"steel arch bridge",668,"mosque",0.498529,498,"cinema, movie theater, movie theatre, movie house, picture palace",0.050230,153,"Maltese dog, Maltese terrier, Maltese",0.050230,471,"cannon",0.050230,0,0.448299,1008,3988,0x5985000,0,0,-1,0.000000,"",0,0
"n04311004/n04311004_6632.JPEG","SEFI-column","buffers",0,821,"steel arch bridge",821,"steel arch bridge",0.939190,896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.059947,387,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",0.059947,425,"barn",0.059947,0,0.879243,1008,4095,0x5985000,0,0,-1,0.000000,"",0,0
"n04355933/n04355933_13231.JPEG","SEFI-column","buffers",0,836,"sunglass",585,"hair spray",0.975834,736,"pool table, billiard table, snooker table",0.059197,747,"punching bag, punch bag, punching ball, punchball",0.059197,205,"flat-coated retriever",0.046103,0,0.916637,1008,4014,0x5985000,0,0,-1,0.000000,"",0,0
"n04355933/n04355933_14508.JPEG","SEFI-column","buffers",0,836,"sunglass",837,"sunglasses, dark glasses, shades",0.456516,323,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",0.057332,199,"Scotch terrier, Scottish terrier, Scottie",0.044650,47,"African chameleon, Chamaeleo chamaeleon",0.044650,0,0.399184,1008,4071,0x5985000,0,0,-1,0.000000,"",0,0
"n04355933/n04355933_1754.JPEG","SEFI-column","buffers",0,836,"sunglass",837,"sunglasses, dark glasses, shades",0.542529,310,"ant, emmet, pismire",0.065741,413,"assault rifle, assault gun",0.065741,174,"Norwegian elkhound, elkhound",0.039874,0,0.476788,1008,3960,0x5985000,0,0,-1,0.000000,"",0,0
"n04355933/n04355933_2717.JPEG","SEFI-column","buffers",0,836,"sunglass",837,"sunglasses, dark glasses, shades",0.465078,968,"cup",0.057474,615,"knee pad",0.057474,285,"Egyptian cat",0.057474,0,0.407604,1008,4094,0x5985000,0,0,-1,0.000000,"",0,0
"n04355933/n04355933_3450.JPEG","SEFI-column","buffers",0,836,"sunglass",836,"sunglass",0.327517,752,"racket, racquet",0.066400,141,"redshank, Tringa totanus",0.066400,156,"Blenheim spaniel",0.051713,0,0.261116,1008,4100,0x5985000,0,0,-1,0.000000,"",0,0
"n04370456/n04370456_3046.JPEG","SEFI-column","buffers",0,841,"sweatshirt",841,"sweatshirt",0.488503,556,"fire screen, fireguard",0.064716,392,"rock beauty, Holocanthus tricolor",0.064716,543,"dumbbell",0.064716,0,0.423786,1008,4063,0x5985000,0,0,-1,0.000000,"",0,0
"n04370456/n04370456_4380.JPEG","SEFI-column","buffers",0,841,"sweatshirt",750,"quilt, comforter, comfort, puff",0.258029,789,"shoji",0.050422,18,"magpie",0.050422,713,"photocopier",0.050422,0,0.207607,1008,4037,0x5985000,0,0,-1,0.000000,"",0,0
"n04370456/n04370456_5698.JPEG","SEFI-column","buffers",0,841,"sweatshirt",841,"sweatshirt",0.970347,594,"harp",0.062828,465,"bulletproof vest",0.062828,239,"Bernese mountain dog",0.062828,0,0.907519,1008,4119,0x5985000,0,0,-1,0.000000,"",0,0
"n04370456/n04370456_6227.JPEG","SEFI-column","buffers",0,841,"sweatshirt",841,"sweatshirt",0.783750,235,"German shepherd, German shepherd dog, German police dog, alsatian",0.065111,81,"ptarmigan",0.065111,224,"groenendael",0.065111,0,0.718639,1008,4036,0x5985000,0,0,-1,0.000000,"",0,0
